Customer_ID,Name,Age,Region,Plan_Type,Monthly_Fee,Signup_Date,Last_Active_Date,Churned,Churn_Date,Support_Tickets,Avg_Usage_Hours_per_Week
CUST0182,Vedant Murty,59,Delhi,Basic,999,2024-06-26,2025-11-03,1,2025-01-16,0,18.76
CUST0183,Zashil Lalla,23,Tamil Nadu,Standard,599,2025-09-26,2025-10-31,0,,10,6.48
CUST0184,Amaira Nagar,33,Karnataka,Basic,399,2025-02-13,2025-10-29,0,,9,12.67
CUST0185,Saumya Deol,50,Karnataka,Standard,599,2026-02-24,2026-02-27,0,,9,16.46
CUST0186,Siya Munshi,19,Maharashtra,Standard,999,2024-11-07,2026-01-19,0,,4,16.86
CUST0187,Neel Behl,18,Karnataka,Basic,599,2025-11-08,2026-03-11,0,,6,19.45
CUST0188,Riya Khatri,57,Delhi,Basic,399,2025-10-14,2025-12-07,0,,1,10.41
CUST0189,Tamanna Bhasin,38,Karnataka,Basic,399,2024-04-22,2025-12-01,0,,5,1.81
CUST0190,Owen Bhat,59,Maharashtra,Standard,599,2024-07-26,2024-12-30,0,,5,1.19
CUST0191,Ekanta Brahmbhatt,21,Tamil Nadu,Basic,199,2024-08-16,2025-10-31,1,2025-09-10,8,9.03
CUST0192,Daniel Narang,50,Delhi,Basic,999,2025-04-20,2025-05-21,1,2025-07-30,9,5.96
CUST0193,Radhika Wali,50,Delhi,Standard,999,2024-04-19,2024-05-11,0,,1,17.8
CUST0194,Wishi Issac,39,Delhi,Basic,999,2025-03-26,2025-10-03,0,,4,14.01
CUST0195,Yamini Sood,63,Delhi,Basic,399,2024-12-14,2024-12-18,1,2025-11-20,8,6.87
CUST0196,Arjun Wadhwa,50,Delhi,Standard,599,2024-06-27,2025-08-26,0,,6,2.89
CUST0197,Hemang Mane,45,Delhi,Standard,399,2024-06-28,2025-05-27,1,2024-08-08,4,2.07
CUST0198,Indrajit Mani,65,Tamil Nadu,Basic,999,2025-05-29,2026-02-15,1,2025-10-02,4,12.61
CUST0199,Samarth Ramakrishnan,25,Maharashtra,Standard,399,2025-11-10,2026-03-29,1,2025-11-23,9,4.13
CUST0200,Keya Ranganathan,58,West Bengal,Basic,399,2025-05-09,2025-08-22,0,,6,7.79
CUST0201,Anthony Kurian,28,Tamil Nadu,Standard,399,2025-11-23,2025-12-28,0,,8,17.34
CUST0202,Yadavi Sami,26,Maharashtra,Standard,599,2024-06-24,2026-02-13,1,2025-02-10,7,4.27
CUST0203,Pallavi Iyer,36,Maharashtra,Premium,399,2025-11-29,2025-12-02,0,,10,13.64
CUST0204,Priya Uppal,23,Karnataka,Standard,399,2025-08-07,2025-11-27,0,,5,14.49
CUST0205,Warjas Varkey,61,Tamil Nadu,Standard,199,2025-12-14,2026-02-18,0,,9,15.36
CUST0206,Rachana Bahri,54,West Bengal,Standard,199,2025-01-26,2025-10-12,0,,5,5.12
CUST0207,Vedhika Virk,33,Delhi,Premium,999,2025-10-21,2026-03-24,1,2026-03-04,3,8.77
CUST0208,Alexander Grover,48,Tamil Nadu,Basic,599,2025-08-05,2026-02-16,1,2025-09-03,7,6.44
CUST0209,Chatura Wali,51,Maharashtra,Premium,399,2025-04-22,2025-06-23,0,,9,6.2
CUST0210,Nakul Gupta,58,Maharashtra,Basic,199,2025-12-27,2026-03-27,0,,1,3.9
CUST0211,Diya Kar,38,Maharashtra,Standard,199,2024-08-19,2025-03-10,1,2025-05-30,0,15.4
CUST0212,Jagdish Bajwa,42,West Bengal,Basic,399,2025-06-24,2025-08-16,1,2026-03-13,10,12.41
CUST0213,Inaya Purohit,45,Tamil Nadu,Basic,199,2026-01-19,2026-03-06,1,2026-02-09,9,11.01
CUST0214,Zinal Jaggi,20,Delhi,Basic,999,2025-09-29,2025-11-27,0,,0,12.75
CUST0215,Urvi Roy,27,Delhi,Standard,399,2026-02-28,2026-03-15,1,2026-03-14,5,16.45
CUST0216,Udant Chokshi,34,Karnataka,Standard,199,2025-08-31,2025-10-29,1,2025-12-19,8,4.54
CUST0217,Brinda Dutta,64,Karnataka,Standard,599,2024-04-06,2024-09-05,1,2025-01-07,7,11.72
CUST0218,Gabriel Mitra,24,West Bengal,Basic,199,2025-08-31,2025-10-31,0,,7,1.9
CUST0219,Maanav Vig,36,Maharashtra,Basic,399,2025-05-25,2025-08-28,0,,6,19.31
CUST0220,Dakshesh Minhas,50,West Bengal,Premium,199,2024-08-30,2025-11-02,1,2024-12-01,3,4.9
CUST0221,Warjas Badami,28,Delhi,Basic,999,2025-11-08,2026-02-13,0,,10,19.22
CUST0222,Laban Dave,53,Tamil Nadu,Standard,199,2024-12-23,2025-08-04,0,,10,3.43
CUST0223,Karan Srivastava,20,Tamil Nadu,Basic,599,2024-05-30,2024-11-20,0,,0,15.86
CUST0224,Gabriel Gopal,38,Karnataka,Premium,999,2025-10-17,2026-03-09,0,,6,16.48
CUST0225,Max Mane,39,Karnataka,Standard,599,2025-07-28,2025-09-14,0,,2,6.02
CUST0226,Anay Nayar,40,Delhi,Standard,999,2025-10-23,2025-11-04,1,2026-03-24,3,6.96
CUST0227,Anita Aurora,53,Tamil Nadu,Basic,999,2025-10-09,2026-01-09,0,,3,18.08
CUST0228,Aishani Pau,47,West Bengal,Standard,999,2026-01-26,2026-02-21,1,2026-03-13,6,11.59
CUST0229,Kashish Sethi,41,West Bengal,Basic,199,2025-12-24,2026-03-05,1,2026-02-04,0,5.31
CUST0230,Vivaan Narasimhan,60,Maharashtra,Standard,399,2026-01-16,2026-01-17,1,2026-03-18,5,13.41
CUST0231,Vrishti Choudhry,59,Karnataka,Premium,999,2025-01-05,2025-02-15,1,2025-03-22,5,11.75
CUST0232,Warda Parsa,63,Maharashtra,Premium,599,2025-11-28,2026-03-08,1,2026-01-11,2,6.48
CUST0233,Yashvi Ramesh,33,Karnataka,Premium,999,2025-11-03,2025-11-29,1,2026-01-28,9,19.83
CUST0234,Manthan Kala,25,Tamil Nadu,Basic,399,2026-02-28,2026-02-28,0,,0,12.45
CUST0235,Neel Reddy,60,Delhi,Standard,399,2024-05-01,2025-06-28,0,,8,9.14
CUST0236,Max Panchal,35,Tamil Nadu,Standard,999,2024-06-21,2025-02-28,0,,0,19.2
CUST0237,Rishi Balay,49,Delhi,Basic,199,2025-09-19,2025-09-25,1,2025-10-29,9,12.55
CUST0238,Barkha Sanghvi,18,Tamil Nadu,Basic,999,2024-09-24,2025-07-17,0,,9,19.43
CUST0239,Zansi Tella,31,Delhi,Basic,599,2025-12-19,2026-03-19,0,,6,13.13
CUST0240,Leena Acharya,57,Delhi,Basic,599,2024-11-17,2025-09-03,0,,6,9.82
CUST0241,Vivaan Chhabra,61,Karnataka,Premium,199,2024-10-05,2025-05-28,1,2025-12-24,2,2.69
CUST0242,Jeet Bassi,43,Tamil Nadu,Basic,399,2025-08-28,2025-11-06,1,2026-01-07,3,1.39
CUST0243,Vanya Padmanabhan,65,Tamil Nadu,Standard,599,2025-08-20,2025-10-01,1,2025-12-19,3,11.67
CUST0244,Alexander Thakur,57,West Bengal,Basic,199,2024-08-01,2025-09-03,0,,2,6.34
CUST0245,Omaja Saini,61,Karnataka,Premium,999,2025-05-26,2025-08-07,1,2025-10-01,5,3.96
CUST0246,Laban Sant,62,West Bengal,Standard,399,2026-02-14,2026-02-18,1,2026-02-26,2,14.29
CUST0247,Daksha Swaminathan,55,West Bengal,Standard,999,2025-04-14,2025-12-31,1,2025-04-28,1,17.97
CUST0248,Barkha Shan,64,Maharashtra,Premium,999,2025-02-28,2025-04-14,0,,9,10.49
CUST0249,Girindra Prakash,55,Tamil Nadu,Basic,599,2024-07-11,2024-09-08,0,,8,17.8
